"Topic","1"," "," "
"0.42358","921","Siomos-2019-Syriza's Populism_ Testing and Ext",""
"0.41987","150","Cai-2020-A Blockchain-Based Crowdsourcing Syst",""
"0.39017","1231","Zhu-2020-An Improved Proof-of-Trust Consensus",""
"0.37587","356","Giraldo-2020-Electronic Voting Using Blockchai",""
"0.37165","396","Han-2022-A Two-layer Game-based Incentive Mech",""
"0.37113","1114","Xu-2021-URIM_ Utility-Oriented Role-Centric In",""
"0.35738","631","Liang-2022-GAIMMO_ A Grade-driven Auction-base",""
"0.35287","816","Qi-2020-Nash Equilibrium and Social Optimizati",""
"0.35184","1188","Zhang-2022-Economic Analysis of Decentralized",""
"0.34751","1027","Wang-2021-DCrowd_ A Decentralized Service Mode",""
"0.33803","1","10.3934%2Fjimo.2020049",""
"0.31626","687","Lou-2018-Research on the Cooperative Behavior",""
"0.31516","1116","Xu-2022-A Survey of Blockchain-Based Crowd Sen",""
"0.3111","1148","Ye-2021-A Recommendation Scheme with Reputatio",""
"0.30816","1125","Yan-2020-Dynamic Game Model for Ranking Bitcoi",""
"0.28787","218","Cheng-2022-A Blockchain-Based Trust Model for",""
"0.28694","677","Liu-2022-Ready Raider One_ Exploring the Misus",""
"0.28463","1079","Wu-2022-Committee Selection Based on Game Theo",""
"0.2842","377","Guo-2021-Incentive Mechanism Design for Blockc",""
"0.28415","271","Du-2019-A biform game approach to preventing b",""
"-","-","-","-"
"Topic","2"," "," "
"0.60863","1226","Zhou-2022-Blockchain-based Stackelberg Game Op",""
"0.51982","615","Li-2021-Blockchain-based Dynamic Game of Elect",""
"0.49955","274","Du-2020-Optimal Computation Resource Allocatio",""
"0.4653","1113","Xu-2021-Edge Computing Resource Allocation for",""
"0.46225","1219","Zhou-2020-Blockchain Based Potential Game Mode",""
"0.45228","13","Afzal-2020-Blockchain enabled distributed dema",""
"0.44982","448","Hua-2023-Blockchain Enabled Decentralized Loca",""
"0.44502","509","Jing-2023-Joint resource trading and computati",""
"0.44286","1088","Xiaolin-2020-Combined output optimization base",""
