Topic,Probability_1,Probability_2,Probability_3,Probability_4,Probability_5,Probability_6,Probability_7,Probability_8,Probability_9,Probability_10,Probability_11,Probability_12,Probability_13,Probability_14,Probability_15,Probability_16,Probability_17,Probability_18,Probability_19,Probability_20,Probability_21,Probability_22,Probability_23,Probability_24,Probability_25,Probability_26,Probability_27,Probability_28,Probability_29,Probability_30,Probability_31,Probability_32,Probability_33,Probability_34,Probability_35,Probability_36,Probability_37,Probability_38,Probability_39,Probability_40,Probability_41,Probability_42,Probability_43,Probability_44,Probability_45,Probability_46,Probability_47,Probability_48,Probability_49,Probability_50,Probability_51,Probability_52,Probability_53,Probability_54,Probability_55,Probability_56,Probability_57,Probability_58,Probability_59,Probability_60,Probability_61,Probability_62,Probability_63,Probability_64,Probability_65,Probability_66,Probability_67,Probability_68,Probability_69,Probability_70,Probability_71,Probability_72,Probability_73,Probability_74,Probability_75,Probability_76,Probability_77,Probability_78,Probability_79,Probability_80,Probability_81,Probability_82,Probability_83,Probability_84,Probability_85,Probability_86,Probability_87,Probability_88,Probability_89,Probability_90,Probability_91,Probability_92,Probability_93,Probability_94,Probability_95,Probability_96,Probability_97,Probability_98,Probability_99,Probability_100,Probability_101,Probability_102,Probability_103,Probability_104,Probability_105,Probability_106,Probability_107,Probability_108,Probability_109,Probability_110,Probability_111,Probability_112,Probability_113,Probability_114,Probability_115,Probability_116,Probability_117,Probability_118,Probability_119,Probability_120,Probability_121,Probability_122,Probability_123,Probability_124,Probability_125,Probability_126,Probability_127,Probability_128,Probability_129,Probability_130,Probability_131,Probability_132,Probability_133,Probability_134,Probability_135,Probability_136,Probability_137,Probability_138,Probability_139,Probability_140,Probability_141,Probability_142,Probability_143,Probability_144,Probability_145,Probability_146,Probability_147,Probability_148,Probability_149,Probability_150,Probability_151,Probability_152,Probability_153,Probability_154,Probability_155,Probability_156,Probability_157,Probability_158,Probability_159,Probability_160,Probability_161,Probability_162,Probability_163,Probability_164,Probability_165,Probability_166,Probability_167,Probability_168,Probability_169,Probability_170,Probability_171,Probability_172,Probability_173,Probability_174,Probability_175,Probability_176,Probability_177,Probability_178,Probability_179,Probability_180,Probability_181,Probability_182,Probability_183,Probability_184,Probability_185,Probability_186
1,0.247476622300112,0.204068218298666,0.278825946321327,0.233033136781647,0.272489313088985,0.160814379632742,0.228684145136272,0.223559079503261,0.264138867887177,0.276581637105174,0.222874201683625,0.260268245814616,0.292577018934063,0.253158110801052,0.280522995603758,0.170793821915771,0.192886089999644,0.279373322313,0.309278062367185,0.270850057067243,0.189311715806287,0.229882021983595,0.197602947095558,0.194395350814262,0.203381585173482,0.292631257466275,0.263452888680413,0.410186588310679,0.214919353255866,0.172089835125903,0.278081472279511,0.189993101215504,0.162669973976557,0.351163157973367,0.199693882887391,0.242085510303102,0.292938099173833,0.230409264107477,0.232518203259306,0.259684839084964,0.158829187959,0.221222928295415,0.258733751566914,0.216238839082363,0.220887846203407,0.258660901123292,0.267387779590676,0.32327190454781,0.232921358439027,0.216584311531957,0.163920443443982,0.183286516461284,0.218710210637849,0.208020826911307,0.205466755116179,0.176973164318589,0.174184955545431,0.176039628146507,0.295037354767486,0.24407388965826,0.249441268979644,0.231731241254948,0.220182578998313,0.267258407566273,0.307768340393282,0.152404257355096,0.334382079594645,0.230925196278767,0.277924551019874,0.373707397306379,0.178407904010748,0.25811662994365,0.211613857426871,0.265075220496637,0.223196829468875,0.188163219044359,0.251331734472145,0.18987647974881,0.317519951357111,0.312347668553854,0.241950663429108,0.243051759567359,0.164188402339316,0.175879095930032,0.240765734554664,0.396627957676816,0.175484424654005,0.231113172333887,0.218406818694277,0.177205969766976,0.174931753944251,0.263334117941345,0.164515672492021,0.204705961864288,0.128070333771264,0.240129666721498,0.293424435585618,0.212065008388564,0.261452260418244,0.310930834828179,0.287045394644218,0.246666816443565,0.19083532889179,0.277635229386335,0.232467851752592,0.179082803407389,0.262644084813497,0.225416614605838,0.212946332693586,0.236437636362261,0.23507889982977,0.230423770764746,0.169893156042547,0.217042166406194,0.281832174274203,0.312394069370342,0.280368652961364,0.244493298616123,0.307036767972992,0.204826225853133,0.157254494094397,0.362642204337548,0.291318631267837,0.20087188656493,0.282653690367039,0.225627252270564,0.288393876450559,0.186694205316371,0.249706161685679,0.275058188005337,0.309407757334671,0.195705169703758,0.199861304674847,0.281152074005835,0.277071148942071,0.238222799809822,0.21559245043673,0.255629496172365,0.194242222943322,0.266240034364528,0.294655795528174,0.172627712312464,0.2288512955372,0.223576231016878,0.23579562440973,0.218954549809408,0.227177007520706,0.207836627240965,0.340702288918845,0.226664704732465,0.239027758505824,0.187999481958065,0.26660921432519,0.228971934191945,0.286385232324573,0.239536141807056,0.208178259513095,0.168802482749676,0.166768513920649,0.243357193891865,0.227551191801425,0.15515492929928,,,,,,,,,,,,,,,,,,,,,,,,
2,0.198211343288923,0.301881479933718,0.280800551808601,0.212191748605577,0.307508294837891,0.258160739031716,0.222043707845451,0.234916226856581,0.286189854595003,0.200375869683846,0.161411099711431,0.227623691225859,0.241343735816212,0.425988140437018,0.316830601331777,0.425554305617564,0.389138730003313,0.174375088729616,0.183723444273088,0.471720577974063,0.33780759683684,0.299407083604781,0.175514322874021,0.440334510901774,0.447956216785674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.213208146594629,0.202725613109098,0.333867017742283,0.318541458311746,0.188509276503437,0.18756986779949,0.191339664770095,0.169776976452098,0.236227814941177,0.22707491042661,0.287042862328231,0.275768870614284,0.256968925555672,0.216222014751338,0.206386782360294,0.202683662886721,0.293815089433598,0.202109711553716,0.223716975979856,0.238918996221538,0.194284382595167,0.221816703023593,0.239607629461819,0.275244982838602,0.216474459904499,0.212784444374457,0.175770708013275,0.269957048317925,0.120948159775302,0.28840000259007,0.222201426789551,0.242098938095743,0.220369947080577,0.244927154687752,0.435533376272946,0.325219334920953,0.376265087258397,0.331885336571255,0.200125204785749,0.307684508209043,0.185030746689862,0.180698894784642,0.277957356623595,0.222542261986663,0.268630722412835,0.290416924623357,0.357449362421368,0.35665765540914,0.229713551694435,0.174822826003338,0.252513669667866,0.334909164094381,0.299630117151638,0.329782749440399,0.24422759888699,0.190196092382427,0.201718425884557,0.215982954970925,0.187176296808477,0.252449646559903,0.202134115869798,0.199673411304633,0.195776891869953,0.308046209349903,0.280819940506737,0.279490222872077,0.20922924756577,0.176612428904803,0.224599368457563,0.190055196354431,0.309968892079672,0.233604434722385,0.164661803499391,0.249385789096427,0.337489330945954,0.316777529680531,0.245846891442032,0.198402751446585,0.180762138225039,0.248300496269086,0.403979751547367,0.319230400965874,0.182052173207367,0.254563905432378,0.381936229057465,0.281683979942938,0.243669548036536,0.252619613453145,0.279521574678437,0.26473904175801,0.210008578682574,0.243895359583373,0.291665865513381,0.227912687444433,0.299919845826732,0.236692479346436,0.345254676923659,0.256177645918969,0.208851649167841,0.2811567179577,0.231546596772302,0.255000107728767,0.264939104859263,0.33585346073774,0.251999231425429,0.337018391269995,0.29237554547718,0.319454350669382,0.303027550959339,0.210481520975903,0.222411641743925,0.218116245833979,0.354830559136577,0.186426509005219,0.252607724603679,0.153963193966077,0.252802698228208,0.160928993029725,0.212743923593839,0.189912613960719,0.209172250681294,0.184823815962415,0.159432615362419,0.253821314010705,0.217742181059884,0.224979529816588,0.222828977137425,0.210447418413675,0.389649170617655,0.151635668358348,0.232526139972445,0.249334999253238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.371560333175035,0.23485112251945,0.27564167954699,0.221006467734605,0.19430635130297,0.275078274987785,0.258212096956815,0.365886078503225,0.276228594677502,0.140968926225735,0.157236923160351,0.181452575690296,0.326318300958089,0.278372449811228,0.253254255707323,0.223908521462583,0.27982308937098,0.309455383529846,0.254359069671151,0.303057118031314,0.32406697657297,0.25252137988907,0.309428014778794,0.352794301567263,0.431559851469357,0.247558596161683,0.232118277445543,0.460288320173082,0.213722591846646,0.211387384696839,0.33438395189642,0.298596390077706,0.201859640162372,0.214547484718885,0.258909095671642,0.271015729675423,0.273276347835485,0.279284022672524,0.295597796099761,0.262160953478196,0.262500378131174,0.309899102740745,0.236475536934755,0.191912607690767,0.210701538241205,0.293104504676446,0.233755713122552,0.225116525454202,0.318648534722951,0.311983322070935,0.29141235041584,0.208927226861519,0.350575265288129,0.257098674508711,0.253939338662256,0.267118368013037,0.27832210123771,0.285852122399395,0.185847991428943,0.265020794573906,0.254990005062771,0.273734149974624,0.17717986890089,0.183813911282844,0.286955449574803,0.43803493962522,0.212160388308198,0.37067940665587,0.298652901701213,0.374230404992069,0.250259863186485,0.215663166636223,0.285240360936208,0.310824386235682,0.270842652877191,0.336490273601081,0.178925911277067,0.201681315226973,0.262194721307743,0.342785624637123,0.309112916119613,0.356379199040059,0.180111053549866,0.204948507917208,0.231728879846883,0.186048419201597,0.350384130265938,0.293641501094331,0.315307120824437,0.294659709975241,0.348114734706791,0.301206583162307,0.210238812844977,0.292770872836922,0.333404674471852,0.280535015148815,0.229211272250559,0.255785586099913,0.203193755879053,0.336837722408578,0.249731641010275,0.211381934162447,0.285829076703176,0.331448724517289,0.198135081445001,0.200894317213909,0.180887473132963,0.177204455328017,0.299453450281479,0.16195069174929,0.331072696327162,0.346564352148285,0.312103044082741,0.269296100319029,0.236665039370511,0.399260547087209,0.37274757053564,0.255576700812923,0.264873248277252,0.250983177857265,0.259735020085125,0.17997936203623,0.176013489561427,0.193599238325148,0.185701307774258,0.174657792124118,0.133202614769967,0.316732400067295,0.200897724799339,0.223670057913964,0.15872504092198,0.323300489227646,0.305155886071294,0.315705515917102,0.168387667849781,0.182854773030057,0.192779711477249,0.228432009932112,0.178522462389676,0.261857832683813,0.258137357854049,0.210968314992396,0.214828910538851,0.204796656587241,0.185422161101727,0.25173294680088,0.27473940001378,0.219330168903507,0.256983532253869,0.368544608292204,0.358138667090903,0.436459647905096,0.234408753934912,0.272237588794551,0.226200901003763,0.258139913107222,0.179839402214545,0.16300228626199,0.374706513375681,0.204779821053398,0.209615697638642,0.362606880543265,0.204740685864949,0.30376768561684,0.189367604777135,0.313515590831232,0.255956314993273,0.171993233229314,0.173744819215561,0.394833719157971,0.268905124865958,0.31048508760489,0.306088887657083,0.23508389957472,0.276057563166248,0.286284367375954,0.341826582904605,0.247047778267506,0.347004025645947,0.31954195781891,0.198211275851404,0.136965370440235,0.179856349506598,0.27937031358169,0.314140733692385,0.31149293389527
5,0.711198514449008,0.409200095421647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.32111216506711,0.605333315777974,0.686696878601485,0.690144223028499,0.431622220748344,0.362405098060689,0.183362805129726,0.56659444066186,0.267025391094632,0.313322748621643,0.3768404592576,0.508801140198526,0.541207358995346,0.208478607533765,0.395122337634801,0.516769701404657,0.234704431632763,0.480571031385264,0.481287276649576,0.442774485910367,0.438912372182764,0.540943516215166,0.520721097120124,0.412310323525329,0.26106535039204,0.510450934068274,0.192589855016029,0.355286575776062,0.2604182331556,0.292864133503382,0.235341254997358,0.462183467151673,0.479170388723673,0.258666952370853,0.431047027807345,0.575591652781467,0.452528943059948,0.232516171166829,0.273580698080351,0.162298349191488,0.239604986822761,0.540297971679197,0.433165599471858,0.507838027846806,0.190201265142326,0.26686003202141,0.360101658909875,0.26055557942731,0.581546939194475,0.440591964433376,0.290532997808576,0.171977089716203,0.251358739346053,0.311640060070607,0.244370955775868,0.146458943276075,0.322494209932489,0.338995909853667,0.479928804406211,0.550669503008133,0.394647944229568,0.351828941763689,0.266044213071937,0.384715089171555,0.425417090534083,0.203772317101473,0.201409790288324,0.407156131937476,0.158242038746855,0.487064421114954,0.217549588167462,0.251749038160182,0.132980092829899,0.232835689246409,0.558151609874205,0.272068814162523,0.270683920514386,0.185648740109099,0.600135320129249,0.504364318811613,0.409777644348173,0.131607266388585,0.146706157667218,0.214408336694596,0.41596063657551,0.204171782786413,0.176059974149129,0.191699479668679,0.214242202750439,0.543234442049072,0.327658724224054,0.222548185400899,0.218836575590911,0.34713810521545,0.274848662820753,0.506518938727748,0.160311395770203,0.217645124089374,0.2770570512117,0.372618164884931,0.60413847799284,0.238359554925945,0.412703936717515,0.293286598717593,0.303776396079999,0.495085772184473,0.164317399575161,0.281210957212584,0.465926403984342,0.546883623953854,0.456862194911668,0.459833963571745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.427395388613971,0.216140218768572,0.247924008674925,0.332118501775637,0.293994877041744,0.397709401914576,0.299263870703803,0.259908131745428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.226871253950371,0.85499802955641,0.225426507440356,0.485516774663649,0.209759124622729,0.223080316443105,0.1522826021592,0.205294620758097,0.238099067707223,0.231828561076128,0.252274070686932,0.273955769561503,0.265560956207231,0.223159599735757,0.242480741294524,0.181144344326645,0.316956308807309,0.311382501369001,0.317015422404759,0.310308778518612,0.250848793528888,0.276679152465673,0.228584483448761,0.272124007378449,0.26214037352317,0.251224216480058,0.356758938716289,0.195820529899827,0.276348730877788,0.24273457084534,0.184033166719658,0.844387709941312,0.124486715258219,0.284405176565874,0.297430757697456,0.351167664334745,0.330213380795566,0.208697269290725,0.273527977049524,0.207424912347898,0.216804359258238,0.885860358319156,0.165288406874373,0.215771074528515,0.247397499926876,0.371525988101897,0.32254277600507,0.325123411747697,0.20093369588195,0.12948139708939,0.205585725194012,0.193894494512723,0.198857730491374,0.180752270466226,0.328778923799804,0.224573055216213,0.18698779955452,0.220578016242864,0.683099289565346,0.26179214922225,0.268265947667739,0.18362315003334,0.208829758657447,0.311546109854788,0.182738626454422,0.258820193088944,0.270833281573978,0.791883917442683,0.312408680425265,0.675956605473278,0.147931019835064,0.295932533084586,0.195459118791424,0.358862715751934,0.270325941482762,0.284660992660881,0.394293592839106,0.27113373942634,0.268485888594553,0.178679745278279,0.304179452877951,0.223342871675994,0.193862308379851,0.199511016144108,0.242567534508682,0.24464712293967,0.854775432502267,0.822409978111905,0.175448614926102,0.2585591767315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.330039688530036,0.170408793148751,0.249948602189744,0.250093804866441,0.276447288390594,0.175353287593274,0.236230313961635,0.17428518631451,0.44279776567808,0.228876913984991,0.324780770352004,0.387816158973531,0.223683081042953,0.385401384505141,0.326262564556234,0.246875271553317,0.233006727847477,0.348256418809289,0.395904779423047,0.250991362926056,0.158085322020987,0.390683119597134,0.184058001369949,0.269631698450975,0.373034392212583,0.19188283346269,0.406165107749184,0.157018854488813,0.462458360590268,0.2941606967376,0.306516664541522,0.434332762804874,0.283320853819771,0.218086262682306,0.160675502082679,0.227830016371103,0.466146609659543,0.515734476739896,0.340362021568057,0.209808021077582,0.207648821838723,0.223800423651774,0.211800242936762,0.347689934404602,0.384777818379273,0.302277128327536,0.466886495647882,0.509261411536333,0.449559799302269,0.225126281593367,0.256554600123964,0.252307696343956,0.181450414125413,0.299487907527164,0.227763882582605,0.334153299387123,0.319860078277698,0.356847093293641,0.143258351336077,0.275561648094652,0.332028618444164,0.228298167704852,0.386047991910608,0.364955864831957,0.432142274062444,0.208844156423065,0.313318694596827,0.421026488972341,0.18665999844114,0.552565962059399,0.426009866150069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.178255684631142,0.222909373509383,0.233569379008945,0.243187717391209,0.284228174086531,0.512301613627456,0.317901668017267,0.221441291224939,0.277603129351842,0.239100896985885,0.271323666931235,0.167772523883088,0.228306150258442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
