Topic,Probability_1,Probability_2,Probability_3,Probability_4,Probability_5,Probability_6,Probability_7,Probability_8,Probability_9,Probability_10,Probability_11,Probability_12,Probability_13,Probability_14,Probability_15,Probability_16,Probability_17,Probability_18,Probability_19,Probability_20,Probability_21,Probability_22,Probability_23,Probability_24,Probability_25,Probability_26,Probability_27,Probability_28,Probability_29,Probability_30,Probability_31,Probability_32,Probability_33,Probability_34,Probability_35,Probability_36,Probability_37,Probability_38,Probability_39,Probability_40,Probability_41,Probability_42,Probability_43,Probability_44,Probability_45,Probability_46,Probability_47,Probability_48,Probability_49,Probability_50,Probability_51,Probability_52,Probability_53,Probability_54,Probability_55,Probability_56,Probability_57,Probability_58,Probability_59,Probability_60,Probability_61,Probability_62,Probability_63,Probability_64,Probability_65,Probability_66,Probability_67,Probability_68,Probability_69,Probability_70,Probability_71,Probability_72,Probability_73,Probability_74,Probability_75,Probability_76,Probability_77,Probability_78,Probability_79,Probability_80,Probability_81,Probability_82,Probability_83,Probability_84,Probability_85,Probability_86,Probability_87,Probability_88,Probability_89,Probability_90,Probability_91,Probability_92,Probability_93,Probability_94,Probability_95,Probability_96,Probability_97,Probability_98,Probability_99,Probability_100,Probability_101,Probability_102,Probability_103,Probability_104,Probability_105,Probability_106,Probability_107,Probability_108,Probability_109,Probability_110,Probability_111,Probability_112,Probability_113,Probability_114,Probability_115,Probability_116,Probability_117,Probability_118,Probability_119,Probability_120,Probability_121,Probability_122,Probability_123,Probability_124,Probability_125,Probability_126,Probability_127,Probability_128,Probability_129,Probability_130,Probability_131,Probability_132,Probability_133,Probability_134,Probability_135,Probability_136,Probability_137,Probability_138,Probability_139,Probability_140,Probability_141,Probability_142,Probability_143,Probability_144
1,0.18501310167726,0.160484136298335,0.221645080233026,0.213308600592162,0.0871365538496492,0.163984439775907,0.158147488335197,0.238126818621367,0.163941242499217,0.157894336262456,0.223498073314914,0.148885879133497,0.164592312389153,0.12993758838338,0.254089948016778,0.195267155028069,0.10863478356397,0.124253103098917,0.0989968617340481,0.164256372166898,0.302369543926824,0.128415565143093,0.178422046897399,0.116472300312114,0.137788040023528,0.160362524440262,0.191625953291436,0.123333834909624,0.122126662221291,0.148888569891749,0.137877667391752,0.223155067660806,0.133002128281158,0.173763214271791,0.154730531339467,0.15502965895003,0.21171906407193,0.116791114259622,0.136620169743976,0.180177594647023,0.159684787818727,0.0982134164382382,0.13462073310671,0.143710566713342,0.139209596198447,0.254625784658811,0.193598010722136,0.123150810064884,0.126222009975487,0.172988126732223,0.20385452400099,0.261854299191319,0.211719777913014,0.142023110743125,0.106755399698847,0.17934518029706,0.127021996209207,0.185232674220975,0.192737306377246,0.16154209375504,0.148560191486294,0.168598604375115,0.107493857827787,0.154435460673966,0.134042738430717,0.137772730817695,0.20076703568135,0.176075118883142,0.225396696874806,0.106981995239132,0.170290162528672,0.0960628211126459,0.0897790200224649,0.19008686209383,0.158397050274283,0.139072034324161,0.181650924663252,0.100069102824076,0.138989481146251,0.223048072291432,0.150185995878891,0.196969919684018,0.129713093959257,0.136497929529378,0.147079532120829,0.146188643915065,0.091347355043659,0.180576881794385,0.134939723731026,0.129403893889355,0.138570824332218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.198272440090159,0.218075552351442,0.312223617505253,0.244357006273976,0.273859632115228,0.148376982759478,0.144014958551897,0.178909598412399,0.28850752316174,0.15457389077837,0.299525052134848,0.247331716018758,0.142122464265017,0.25214275138371,0.273005307645586,0.192127635473534,0.141296473308593,0.131331279838468,0.212215147452347,0.199315854499783,0.275143277445602,0.229902348712473,0.276307357970624,0.0559150236866401,0.183492119979215,0.254710462382382,0.181607797475091,0.209505821835372,0.101145825563416,0.279487780122049,0.33122880781539,0.188252378215994,0.28818224398404,0.158495157263004,0.171864871082391,0.233183548089736,0.203277613495079,0.213376301265345,0.179926424629386,0.336696138119108,0.0989280858357453,0.243806124316574,0.171986796807739,0.16777793327571,0.147363195753115,0.102671928653957,0.191053220014887,0.123462677364418,0.210592621162075,0.211741724171304,0.224173712660407,0.194809075187426,0.189404613504373,0.299628626423238,0.150953783175257,0.144683552661726,0.152182168785254,0.227139189061493,0.167800983626409,0.15630780466518,0.256042551507441,0.263279355849662,0.187579569224918,0.337012633249955,0.279709509917517,0.1789650745466,0.342925544002697,0.313473572896918,0.197490234606169,0.226989733859051,0.0950348674819858,0.344444008315879,0.252746642397995,0.331973280698892,0.180713683065648,0.215185068919209,0.137804596302998,0.160524878927953,0.173859415165443,0.110168978344107,0.167928239496358,0.198293575439329,0.159664353189708,0.119177832679811,0.202461918523518,0.149630784347572,0.242164236269261,0.100604510005105,0.148984660779963,0.229905706617699,0.198365426076022,0.131823198624568,0.17469069704353,0.287927698448671,0.247948938712619,0.274939330903364,0.0990193089723698,0.149473088794509,0.299554916697088,0.156919984472117,0.1577218771683,0.245310009818309,0.308356097896161,0.227542011851784,0.174186682349439,0.162706237149614,0.236463993194018,0.164531801049798,0.137252414188769,0.300661276955867,0.270505674879194,0.152186457655365,0.187991868951059,0.16032088612992,0.154589621760486,0.218805972817889,0.180208905304572,0.214492133338934,0.146099948205864,0.260179955287447,0.401573965257155,0.254083457340709,0.304501317008978,0.254926393857387,0.178897322227998,0.354799301239124,0.148563413505402,0.107256111759693,0.182440151957751,0.138845855681705,0.098809834405129,0.126901554875126,0.294485984800433,0.240769277493003,0.176960677375899,0.154254325116926,0.298390733945472,0.168531104850072,0.156477596335225,,,,,
3,0.296714057096128,0.123813461030828,0.284161000885238,0.141455337377882,0.167905671488122,0.241671493062748,0.15420846033078,0.256294245951472,0.21344198719792,0.313282052011587,0.196316606224979,0.0914054579327281,0.148055632512709,0.21314710955133,0.174532102122818,0.128124271500691,0.219280636261215,0.163364890960076,0.170962365365174,0.126409561053361,0.119897099993948,0.156071450598115,0.14330441324159,0.176939634541543,0.28020996511786,0.13667522785993,0.106118787851995,0.155656888899495,0.104736856421893,0.110709897316749,0.139015580960588,0.185668270933334,0.179709177018248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0968707221364186,0.134312804392428,0.0894786040436221,0.168200075150115,0.121736749956197,0.143080237497906,0.119940359840457,0.192081844226844,0.138953815230651,0.194701305434486,0.212209350601839,0.205318966692398,0.192823785823302,0.180358996143717,0.240554855267281,0.244655970899339,0.202205853045473,0.135455936733029,0.154561612080626,0.138689095724116,0.14116734741836,0.108751132500246,0.147155852155102,0.158539999883332,0.206155188407682,0.152694900847251,0.241914874611851,0.21424226404668,0.190717505528259,0.195099133014555,0.173120684232341,0.222702035470572,0.158616401432371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.249627742682607,0.140119041341144,0.107302234950432,0.222702096316922,0.0677350153542801,0.116631567680227,0.158742675835993,0.107082855145902,0.134768408132575,0.125315368455302,0.125425781462287,0.137473746462526,0.15790854497611,0.111298794758105,0.096341587369405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.158506181048557,0.27844105615262,0.11817149835456,0.260512554540588,0.183023965386803,0.110725776676382,0.157231328989098,0.185223917942886,0.128249509721594,0.159466138315148,0.310449224018628,0.182112277392719,0.206303431983626,0.204890308526998,0.165938169356109,0.162694774626458,0.174733271596,0.180878125817904,0.218576108234294,0.164071956231148,0.2142446565104,0.170252756781036,0.15127475350833,0.232192570571279,0.133487281245642,0.153191063129334,0.154483043076215,0.230619195750426,0.145676646067386,0.0906254203196642,0.11892510414685,0.247531212533593,0.217782203334588,0.162044191868249,0.10787722890162,0.276750664556344,0.147620372089251,0.226318118608748,0.256746804885861,0.150734113991967,0.102595729786733,0.0970426556232138,0.245558203882991,0.132156767778191,0.142811149772417,0.152481798044922,0.177644469276631,0.198082212220162,0.211838909729276,0.126336339996447,0.202225686271546,0.184325875442278,0.123890895161619,0.270291420630426,0.148913803262457,0.16018177612969,0.11635791068981,0.216892304533518,0.205916597024873,0.125074289016128,0.121244745721076,0.179704551240534,0.157166334773636,0.143597853662251,0.114843804917476,0.15523806455474,0.140221530725778,0.185635486626807,0.202658583359902,0.217976831489988,0.144342336580169,0.167206843617615,0.181416883354107,0.203444281198348,0.144997914907581,0.165050181985904,0.18757294198564,0.270977890081666,0.257493390210665,0.215585210063811,0.157563328664145,0.14576830603808,0.241328175021468,0.180391281511053,0.212292532265809,0.156719794514528,0.243283121041466,0.200193594481959,0.143687535858219,0.134804548942157,0.0925800741925846,0.157028706816134,0.166868892784323,0.157001388627531,0.314302187430089,0.167547083619071,0.190760403284185,0.267793122087687,0.152214509690948,0.231502227854052,0.165505809829454,0.135076627629766,0.139414187886825,0.184722459708281,0.0763812718471852,0.121432546179198,0.142819617610096,0.203532630347603,0.201588962386135,0.186968374063645,0.275594547872525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.226589359987373,0.167232762980311,0.18552614232209,0.118303084463917,0.164852412943262,0.17145269054496,0.146021553767497,0.229037299818905,0.13524171081918,0.085656658799092,0.162610302949834,0.159332017549437,0.154011064362056,0.194137441712955,0.194387523933451,0.257604908651295,0.128172854338447,0.122864732976423,0.184038076191921,0.197435611740638,0.13892871447443,0.265793650547517,0.308212000147296,0.141946504835614,0.19739759327882,0.13506587568842,0.220462240734671,0.203804837863984,0.107546334729115,0.197152931311696,0.166787207337471,0.208156094348917,0.177313959808048,0.1916725377064,0.168634895463558,0.111933028698262,0.138570152874222,0.174190555005263,0.0924257870668907,0.134687611938991,0.215001064562748,0.113465031563295,0.149498481081726,0.165316466219301,0.115514744342926,0.225051204130551,0.156044785342321,0.152287708592134,0.193242123001131,0.140821112715411,0.17394397833533,0.191746223318571,0.156491593829101,0.127610201778097,0.158144789433916,0.293048369586173,0.128920259211274,0.206071251676377,0.134190557759232,0.27540921041736,0.226516216458212,0.174120845517895,0.170277794487196,0.15902070457691,0.096196109279657,0.208253594664793,0.13559206166875,0.194961013031924,0.182790795634821,0.196097122589274,0.323677815006216,0.124989104040468,0.152899477646437,0.140991090366946,0.161670833040217,0.22759119165769,0.137354861473933,0.223042427026403,0.213271878471016,0.163212924740792,0.12379799655984,0.0988904682110761,0.278347365496664,0.145581400676501,0.110380206821987,0.176734556076189,0.182662346479302,0.192291333823719,0.267233783420901,0.18092971427617,0.261240578480964,0.153295331586678,0.159173618334387,0.13081350091615,0.14745463106956,0.160444284451705,0.17695269419788,0.175155715467096,0.151993211670567,0.17183906390926,0.182204013814164,0.122089584551872,0.139368918527557,0.218004057890255,0.146695145504694,0.144559161929941,0.231040253578955,0.150842379835752,0.187683120828402,0.126676770167063,0.162260809330461,0.205030406161089,0.16485957589536,0.174663761530034,0.158161854058092,0.163815554607319,0.169029869066555,0.285401235987919,0.182689568228433,0.214675996689781,0.173720640452559,0.172725090016034,0.225065031229994,0.151699508315751,0.34161826943822,0.181391446860091,0.205420678466192,0.15099686357069,0.179166054651621,0.238560681640457,0.11402532211617,0.154852407394366,0.186955280582796,0.124038828163543,0.227440059129683,0.129518262383517,0.211557759732766,0.184129656923579,0.265397189051133,0.144065635234953,0.22345971424652,0.130670049559426,0.185970722181051,0.196959045350786
8,0.258878223688723,0.247989087817187,0.138945485288864,0.183799790671388,0.114061445986715,0.164885182403259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.236116622432954,0.197625326121656,0.153988011423599,0.387785069629112,0.127884986407172,0.150360588023581,0.13012756534735,0.15571154288487,0.248705609939507,0.139168176579868,0.164452409524723,0.295050458530836,0.117470043788955,0.223315558539361,0.128167460249299,0.303012582940559,0.149835445016252,0.151416164872348,0.162867406216251,0.110281100758042,0.148548218185046,0.157332487918063,0.248178333301075,0.247403322208705,0.101003377428633,0.106852138327419,0.113867832137057,0.160086363251216,0.168871927243648,0.170222339864176,0.382210877247556,0.123130643553061,0.147880023767708,0.21175073131432,0.144450391939618,0.21665892829801,0.314383429560671,0.119519011386489,0.158433366138031,0.127878929194516,0.108553322412965,0.136334650555439,0.178462947924585,0.205589242413415,0.196685264583467,0.146477949666985,0.147272156445336,0.108457912825716,0.352067590627417,0.408661166319057,0.15995440638189,0.148792280479041,0.168808959304391,0.119614988465612,0.144694758136885,0.134128035973254,0.199808162986049,0.142190984933513,0.192864669667311,0.17009196343055,0.21708564972655,0.194285406528113,0.222182961200339,0.130876439775684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.205723087864219,0.105890418471731,0.116517631526354,0.15630898780124,0.141803307034725,0.286956005043164,0.233415455569939,0.166624236171802,0.18443760281734,0.183026662288054,0.148441734086822,0.270158844838945,0.109799776017774,0.223833975788847,0.238744208480761,0.174755774709719,0.0954467535587927,0.141711306560893,0.127566920714814,0.220467814033752,0.138783742796204,0.15441956418622,0.343695826863487,0.124008190384725,0.108404926238717,0.12181560679403,0.155514268562637,0.171091549787786,0.330302164105759,0.193041717825868,0.387082744000487,0.261965886457589,0.21064243790884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
