Topic,1
blockchain,0.14342
system,0.037897
technology,0.031152
process,0.022201
information,0.019474
application,0.015912
platform,0.011837
public,0.01141
make,0.0086216
participant,0.0085483
-,-
Topic,2
work,0.019568
make,0.011877
example,0.011203
case,0.010336
allow,0.0096801
type,0.0089304
many,0.0088927
possible,0.0086287
new,0.0085061
two,0.0084448
-,-
Topic,3
function,0.024316
follow,0.020517
set,0.02032
give,0.018974
probability,0.015245
case,0.014712
consider,0.014525
result,0.014497
denote,0.013637
define,0.012693
-,-
Topic,4
research,0.025816
metaverse,0.015582
vol,0.013081
environment,0.01137
world,0.010925
author,0.010722
study,0.010685
review,0.0099867
future,0.0099682
virtual,0.0091715
-,-
Topic,5
model,0.048641
method,0.025789
result,0.015988
approach,0.015347
propose,0.01462
base,0.014375
value,0.012733
evaluation,0.012632
system,0.012229
machine,0.011847
-,-
Topic,6
network,0.034738
iot,0.026113
security,0.026029
system,0.019724
smart,0.019002
device,0.017206
access,0.014578
application,0.013925
layer,0.013178
internet,0.01244
-,-
Topic,7
time,0.018548
event,0.013861
coin,0.013703
make,0.012109
pay,0.011784
provide,0.010753
payment,0.010039
claim,0.0094604
good,0.0093414
party,0.0092383
-,-
Topic,8
node,0.063726
network,0.033193
time,0.026353
algorithm,0.020332
transaction,0.020311
blockchain,0.019908
number,0.016313
rate,0.01286
process,0.012358
high,0.011214
-,-
Topic,9
digital,0.014069
education,0.01204
technology,0.011887
online,0.011149
student,0.010624
develop,0.0088472
development,0.008273
learning,0.0081746
new,0.0079122
activity,0.0074911
-,-
Topic,10
datum,0.15834
service,0.030218
storage,0.022905
store,0.018401
provider,0.017788
cloud,0.01775
request,0.015156
owner,0.013385
access,0.012993
privacy,0.012639
-,-
Topic,11
state,0.040423
value,0.029624
time,0.027274
stake,0.014724
share,0.011991
set,0.0085413
order,0.0084663
fairness,0.0082747
present,0.008258
round,0.0081747
-,-
Topic,12
block,0.063893
transaction,0.049192
consensus,0.044353
blockchain,0.037802
node,0.031157
protocol,0.030024
network,0.02344
chain,0.018146
blockchains,0.014179
peer,0.013345
-,-
Topic,13
transaction,0.051437
bitcoin,0.031605
address,0.021598
network,0.015353
feature,0.01136
cryptocurrency,0.010691
analysis,0.009616
account,0.0091245
figure,0.0083641
value,0.0083488
-,-
Topic,14
service,0.029325
management,0.022333
business,0.021214
model,0.01949
company,0.012524
market,0.012225
industry,0.011448
firm,0.011243
governance,0.010501
logistics,0.0098602
-,-
Topic,15
drone,0.012471
feedback,0.011774
protocol,0.010701
position,0.009921
noise,0.0095169
