Topic,1
blockchain,0.086252
system,0.029324
technology,0.022129
application,0.019626
security,0.011067
access,0.010659
smart,0.0095809
solution,0.0083562
iot,0.0079961
platform,0.0075425
-,-
Topic,2
time,0.03333
model,0.024793
value,0.020489
number,0.014533
case,0.013622
result,0.013575
show,0.01331
rate,0.013095
function,0.011915
define,0.011051
-,-
Topic,3
transaction,0.099074
user,0.063753
blockchain,0.029815
system,0.026132
time,0.021313
block,0.018643
fee,0.01351
number,0.011897
process,0.011703
base,0.011086
-,-
Topic,4
change,0.0098428
even,0.0081143
make,0.0076301
example,0.0076141
order,0.0065298
control,0.0064898
individual,0.0056696
well,0.0054855
new,0.0053855
real,0.0052055
-,-
Topic,5
contract,0.067957
smart,0.040773
ethereum,0.012434
party,0.00966
participant,0.0093559
client,0.0089893
state,0.0087894
send,0.0082229
function,0.007923
address,0.0073481
-,-
Topic,6
bitcoin,0.017801
address,0.015329
feature,0.011194
network,0.0098835
datum,0.0092004
exchange,0.0088008
service,0.0078668
analysis,0.0078157
value,0.0071234
transaction,0.0071141
-,-
Topic,7
node,0.068824
network,0.03664
attack,0.019505
security,0.01906
consensus,0.018611
propose,0.016874
trust,0.014655
number,0.013874
key,0.013834
algorithm,0.012678
-,-
Topic,8
model,0.02575
vol,0.025214
network,0.017438
learning,0.017184
datum,0.012006
performance,0.010536
research,0.0092736
information,0.0088391
machine,0.0083814
method,0.0082982
-,-
Topic,9
game,0.031746
strategy,0.02686
incentive,0.018051
system,0.015682
model,0.01494
channel,0.013419
mechanism,0.012547
value,0.011939
blockchain,0.011464
base,0.01063
-,-
Topic,10
game,0.05418
player,0.039122
strategy,0.029081
equilibrium,0.017698
payoff,0.014564
utility,0.013732
set,0.011578
follow,0.010989
theory,0.0087872
function,0.0086319
-,-
Topic,11
technology,0.019571
research,0.016445
financial,0.013977
study,0.01355
business,0.012066
management,0.012013
crossref,0.011653
digital,0.0090315
industry,0.0083497
journal,0.0079992
-,-
Topic,12
metaverse,0.017041
digital,0.015596
education,0.014873
student,0.013124
process,0.011928
virtual,0.011719
knowledge,0.011219
learning,0.0093819
research,0.0092468
design,0.009159
-,-
Topic,13
datum,0.15144
service,0.029022
provider,0.024738
privacy,0.024643
storage,0.017861
share,0.016939
information,0.015356
cloud,0.013411
user,0.013202
system,0.011485
-,-
Topic,14
peer,0.032121
vote,0.02297
reputation,0.02002
voting,0.018713
paper,0.014132
validators,0.011485
proposal,0.0098319
witness,0.0092485
round,0.0089567
report,0.0087515
-,-
Topic,15
protocol,0.054022
coalition,0.022356
stake,0.019726
rational,0.01652
collusion,0.013141
leader,0.010472
deposit,0.010146
swap,0.0087638
blockchains,0.0078039
byzantine,0.0071224
-,-
Topic,16
true,0.034736
false,0.029234
univ,0.026367
download,0.025782
city,0.025645
utc,0.025603
xplore,0.025529
april,0.025382
authorize,0.025382
restriction,0.025276
-,-
Topic,17
vehicle,0.023208
price,0.019079
utility,0.017874
optimal,0.015386
scheme,0.014373
blockchain,0.014118
stackelberg,0.012342
pricing,0.011348
propose,0.011141
game,0.0096109
-,-
Topic,18
game,0.075032
token,0.036606
player,0.031986
asset,0.018141
ethereum,0.017499
nft,0.016488
price,0.01537
gaming,0.011264
nfts,0.010939
market,0.0099575
-,-
Topic,19
resource,0.04904
computing,0.033645
edge,0.033589
task,0.032278
service,0.024126
mobile,0.024
cloud,0.019597
device,0.019178
network,0.019118
offload,0.018467
-,-
Topic,20
miner,0.071218
block,0.056197
mining,0.049019
pool,0.044469
attack,0.025721
reward,0.021507
bitcoin,0.018424
blockchain,0.017487
power,0.017017
mine,0.013693
-,-
Topic,21
key,0.019274
scheme,0.016605
security,0.016465
protocol,0.012945
adversary,0.011633
output,0.011297
query,0.011026
encryption,0.010939
message,0.010647
input,0.0097396
-,-
Topic,22
energy,0.092675
power,0.034854
trading,0.032765
electricity,0.022227
market,0.021336
grid,0.020578
buyer,0.016485
price,0.016262
smart,0.015329
seller,0.015155
-,-
Topic,23
chain,0.042714
supply,0.039429
blockchain,0.032827
product,0.020617
cost,0.018242
technology,0.017389
information,0.016706
consumer,0.015104
platform,0.014986
profit,0.014312
-,-
Topic,24
doi,0.021027
ong,0.018484
nline,0.01816
ibrary,0.01816
iley.com,0.018142
iley,0.018142
model,0.018052
article,0.015996
quantum,0.014878
term,0.013201
-,-
Topic,25
faunistics,0.018114
laccophilus,0.017585
exs,0.014227
ferrugineous,0.013823
amgs,0.011957
mesh,0.011599
fine,0.010682
specie,0.01048
pale,0.010293
male,0.0102
-,-
